iter	RMSE
465	41853.79552
466	41829.01427
467	41796.54827
468	41777.78906
469	41721.69491
470	41680.54623
471	41658.26757
472	41636.26132
473	41602.73796
474	41560.91469
475	41524.63206
476	41503.44575
477	41488.91808
478	41433.44175
479	41387.6209
480	41372.70592
481	41335.46984
482	41270.71721
483	41242.10159
484	41217.2781
485	41153.11174
486	41132.31865
487	41098.96911
488	41066.08684
489	41042.50655
490	40991.22956
491	40952.20509
492	40909.88844
493	40870.76378
494	40825.96053
495	40790.30946
496	40744.9651
497	40720.83082
498	40695.4609
499	40664.00691
500	40637.4206
501	40581.36539
502	40553.29088
503	40524.22657
504	40504.85556
505	40492.63786
506	40465.04141
507	40440.55642
508	40394.02406
509	40360.68017
510	40318.40884
511	40303.10301
512	40266.41638
513	40238.65513
514	40205.03321
515	40189.26371
516	40151.79181
517	40129.82333
518	40099.15
519	40075.22765
520	40049.32891
521	40025.59338
522	39999.74122
523	39984.18258
524	39962.38577
525	39934.87082
526	39914.04011
527	39865.76325
528	39852.48092
529	39808.9793
530	39788.96666
531	39764.78188
532	39738.29602
533	39711.84579
534	39690.16537
535	39652.0906
536	39619.624
537	39605.30199
538	39569.82614
539	39556.07221
540	39523.87839
541	39492.09919
542	39446.26357
543	39420.32719
544	39386.02586
545	39356.95116
546	39330.15706
547	39308.8044
548	39292.45789
549	39261.79936
550	39229.30971
551	39211.47582
552	39183.49705
553	39155.54282
554	39131.10409
555	39103.88033
556	39087.85187
557	39064.56076
558	39043.57765
559	39004.91959
560	38988.06286
561	38969.49489
562	38935.52149
563	38920.36849
564	38898.24247
565	38878.68407
566	38851.76176
567	38831.06763
568	38805.88956
569	38792.26613
570	38773.32247
571	38742.17395
572	38722.87115
573	38706.96064
574	38677.73311
575	38665.04
576	38651.39755
577	38633.35026
578	38617.22919
579	38594.04497
580	38567.30298
581	38547.55481
582	38524.28565
583	38506.69457
584	38481.38223
585	38448.38798
586	38419.86466
587	38393.54869
588	38372.90341
589	38357.10072
590	38319.78052
591	38296.89368
592	38255.30276
593	38222.21062
594	38188.61178
595	38151.19322
596	38123.11857
597	38105.23346
598	38065.91728
599	38039.20494
600	38022.38804
601	37995.62259
602	37982.75637
603	37954.73792
604	37936.57549
605	37924.74092
606	37904.68417
607	37889.81739
608	37866.24563
609	37855.74374
610	37822.60045
611	37788.81016
612	37762.78723
613	37749.00208
614	37736.21935
615	37714.76846
616	37685.7257
617	37654.81691
618	37636.00771
619	37613.40233
620	37594.87955
621	37576.59542
622	37540.55046
623	37516.15652
624	37489.83189
625	37480.08146
626	37448.67539
627	37426.55704
628	37407.37783
629	37378.35899
630	37354.40619
631	37338.52053
632	37317.6852
633	37285.05825
634	37262.77366
635	37248.75289
636	37225.79063
637	37202.72864
638	37166.27017
639	37108.57896
640	37090.67807
641	37072.56039
642	37051.71404
643	37032.80693
644	37013.69721
645	36990.03254
646	36965.88996
647	36945.30153
648	36923.48684
649	36912.35823
650	36893.20565
651	36881.69741
652	36858.41041
653	36848.7954
654	36834.44644
655	36825.70287
656	36812.54756
657	36792.38632
658	36775.01978
659	36757.42334
660	36739.57706
661	36722.86261
662	36702.42586
663	36694.80086
664	36677.58003
665	36658.28826
666	36621.56756
667	36599.05386
668	36578.60079
669	36556.05885
670	36532.78844
671	36519.51048
672	36508.85071
673	36492.35116
674	36481.11098
675	36453.01718
676	36435.1328
677	36418.33754
678	36403.4188
679	36386.13741
680	36369.17972
681	36350.88222
682	36343.35107
683	36312.16049
684	36296.91401
685	36287.75635
686	36270.92375
687	36256.74682
688	36245.94522
689	36225.55098
690	36212.3771
691	36194.30383
692	36176.47428
693	36163.08684
694	36127.31985
695	36105.40242
696	36099.08547
697	36085.63404
698	36069.06562
699	36053.5728
700	36041.60349
701	36033.31689
702	36022.76513
703	35995.12693
704	35964.58548
705	35941.2869
706	35929.84224
707	35915.05981
708	35903.77478
709	35895.5979
710	35880.03774
711	35870.84429
712	35853.23568
713	35847.76523
714	35831.02563
715	35821.20531
716	35806.84342
717	35797.3304
718	35780.846
719	35760.2383
720	35747.87075
721	35716.32168
722	35703.52477
723	35678.20609
724	35653.01243
725	35641.12861
726	35635.29065
727	35616.44688
728	35596.32657
729	35578.81915
730	35568.82904
731	35552.86767
732	35541.23879
733	35514.80189
734	35499.60886
735	35490.8273
736	35476.93215
737	35462.4331
738	35444.12562
739	35431.12643
740	35417.65067
741	35409.67058
742	35387.45111
743	35365.3698
744	35321.5586
745	35300.06162
746	35279.17531
747	35262.04146
748	35243.09819
749	35229.10934
750	35217.64074
751	35206.71438
752	35193.14704
753	35177.85506
754	35163.42532
755	35146.29663
756	35130.57874
757	35120.88683
758	35106.12261
759	35097.60663
760	35085.86066
761	35072.61816
762	35040.1482
763	35029.7449
764	35018.21702
765	35004.50215
766	34989.08791
767	34975.22529
768	34966.27425
769	34957.89842
770	34948.23298
771	34933.86561
772	34915.29399
773	34887.90425
774	34878.84439
775	34860.17124
776	34855.34119
777	34841.35992
778	34831.86265
779	34817.59142
780	34806.1011
781	34795.73775
782	34780.5799
783	34764.21046
784	34749.37087
785	34737.17097
786	34715.14585
787	34696.38858
788	34683.53494
789	34675.51092
790	34669.09602
791	34649.84541
792	34639.53249
793	34628.0638
794	34618.20166
795	34606.50655
796	34598.16779
797	34589.27133
798	34582.64778
799	34573.63838
800	34560.12089
801	34549.28842
802	34542.92106
803	34535.86157
804	34515.29602
805	34499.00168
806	34489.00347
807	34476.49534
808	34463.52741
809	34449.5151
810	34434.67015
811	34422.80749
812	34414.04044
813	34387.39368
814	34377.17722
815	34368.85588
816	34347.69935
817	34341.80411
818	34332.1691
819	34321.83284
820	34311.33669
821	34291.49462
822	34279.61829
823	34270.99548
824	34257.13334
825	34240.73366
826	34226.84926
827	34210.1491
828	34193.73715
829	34181.33278
830	34173.22487
831	34165.23604
832	34155.38866
833	34145.49345
834	34137.31853
835	34111.04719
836	34095.31543
837	34082.64669
838	34069.83495
839	34050.24335
840	34041.25414
841	34033.78392
842	34015.39206
843	34004.23188
844	33983.70165
845	33976.1465
846	33964.68269
847	33957.29802
848	33950.02198
849	33943.52563
850	33933.41259
851	33919.22018
852	33912.28146
853	33880.62907
854	33868.80423
855	33849.85211
856	33832.96441
857	33801.80226
858	33790.08334
859	33776.37767
860	33767.80165
861	33757.40166
862	33747.76372
863	33742.20316
864	33736.79745
865	33726.78635
866	33718.20579
867	33706.32285
868	33689.34375
869	33684.78618
870	33680.15373
871	33668.08952
872	33661.69493
873	33654.19934
874	33645.72903
875	33636.24221
876	33627.41413
877	33610.90389
878	33606.62642
879	33593.78903
880	33572.3392
881	33565.28543
882	33552.64134
883	33546.37119
884	33537.74571
885	33531.91756
886	33509.9206
887	33497.63189
888	33490.18622
889	33480.56934
890	33472.91053
891	33456.55998
892	33449.49685
893	33442.20089
894	33434.57142
895	33428.87074
896	33414.19537
897	33404.64966
898	33392.52942
899	33381.0395
900	33365.24871
901	33323.77816
902	33316.67926
903	33278.51401
904	33269.41269
905	33260.76498
906	33247.06663
907	33239.88367
908	33228.17424
909	33214.36689
910	33208.50402
911	33201.45065
912	33194.69362
913	33185.01486
914	33178.34531
915	33160.99299
916	33148.20724
917	33140.12989
918	33129.25623
919	33121.03753
920	33111.28658
921	33094.63971
922	33088.31629
923	33079.45068
924	33070.1326
925	33064.03982
926	33051.89547
927	33045.05844
928	33034.21806
929	33024.80947
930	33016.05628
931	33008.9083
932	32997.24056
933	32990.74488
934	32973.58865
935	32968.36174
936	32953.23808
937	32925.14612
938	32913.91014
939	32900.47654
940	32887.79053
941	32883.02967
942	32854.41256
943	32836.9764
944	32824.27484
945	32796.48812
946	32781.94889
947	32762.31309
948	32744.89837
949	32736.26419
950	32718.10215
951	32687.13766
952	32677.66065
953	32665.56194
954	32658.04451
955	32638.19607
956	32631.70375
957	32624.13139
958	32617.81935
959	32611.95661
960	32604.70703
961	32596.0163
962	32588.09254
963	32577.29396
964	32569.26114
965	32558.2
966	32547.96261
967	32533.71924
968	32527.57668
969	32522.40256
970	32507.11176
971	32501.34339
972	32497.03023
973	32480.12079
974	32466.68864
975	32456.99938
976	32441.60208
977	32437.56606
978	32431.28915
979	32416.79283
980	32404.25785
981	32395.20743
982	32367.96271
983	32359.91036
984	32344.32738
985	32332.18836
986	32321.5251
987	32316.67512
988	32304.97833
989	32294.81418
990	32288.74784
991	32279.8472
992	32272.76593
993	32262.60737
994	32255.44403
995	32241.04075
996	32229.7135
997	32220.22453
998	32210.97407
999	32201.89274
